,country,year,gpd,life,continent,population
4466,Bosnia and Herzegovina,1905,1139,35.15,Europe,1787856
4467,Bosnia and Herzegovina,1906,1152,35.15,Europe,1803470
4468,Bosnia and Herzegovina,1907,1166,35.15,Europe,1818895
4469,Bosnia and Herzegovina,1908,1181,35.15,Europe,1834780
4470,Bosnia and Herzegovina,1909,1195,35.15,Europe,1850804
4471,Bosnia and Herzegovina,1910,1209,35.16,Europe,1866968
4472,Bosnia and Herzegovina,1911,1205,35.16,Europe,1883177
4473,Bosnia and Herzegovina,1912,1200,35.16,Europe,1899623
4474,Bosnia and Herzegovina,1913,1196,35.16,Europe,1916214
4475,Bosnia and Herzegovina,1914,1187,35.16,Europe,1932949
4476,Bosnia and Herzegovina,1915,1178,35.16,Europe,1949830
4477,Bosnia and Herzegovina,1916,1169,35.16,Europe,1966859
4478,Bosnia and Herzegovina,1917,1160,35.17,Europe,1984036
4479,Bosnia and Herzegovina,1918,1152,19.3,Europe,2001544
4480,Bosnia and Herzegovina,1919,1143,35.17,Europe,2019161
4481,Bosnia and Herzegovina,1920,1135,35.17,Europe,2036933
4482,Bosnia and Herzegovina,1921,1135,35.71,Europe,2054861
4483,Bosnia and Herzegovina,1922,1141,36.26,Europe,2072948
4484,Bosnia and Herzegovina,1923,1172,36.81,Europe,2091193
4485,Bosnia and Herzegovina,1924,1227,37.36,Europe,2109599
4486,Bosnia and Herzegovina,1925,1257,37.9,Europe,2128167
4487,Bosnia and Herzegovina,1926,1313,38.45,Europe,2146898
4488,Bosnia and Herzegovina,1927,1261,39,Europe,2165794
4489,Bosnia and Herzegovina,1928,1339,39.54,Europe,2184857
4490,Bosnia and Herzegovina,1929,1376,40.09,Europe,2204087
4491,Bosnia and Herzegovina,1930,1317,40.64,Europe,2223487
4492,Bosnia and Herzegovina,1931,1247,41.18,Europe,2243057
4493,Bosnia and Herzegovina,1932,1105,41.73,Europe,2262800
4494,Bosnia and Herzegovina,1933,1112,42.28,Europe,2282716
4495,Bosnia and Herzegovina,1934,1126,42.83,Europe,2302808
4496,Bosnia and Herzegovina,1935,1083,43.37,Europe,2323077
4497,Bosnia and Herzegovina,1936,1195,43.92,Europe,2343523
4498,Bosnia and Herzegovina,1937,1185,44.47,Europe,2364150
4499,Bosnia and Herzegovina,1938,1250,45.01,Europe,2384959
4500,Bosnia and Herzegovina,1939,1287,45.56,Europe,2405950
4501,Bosnia and Herzegovina,1940,1263,46.11,Europe,2427127
4502,Bosnia and Herzegovina,1941,1238,31.46,Europe,2448489
4503,Bosnia and Herzegovina,1942,1215,27.6,Europe,2470040
4504,Bosnia and Herzegovina,1943,1191,23.88,Europe,2491781
4505,Bosnia and Herzegovina,1944,1168,21.84,Europe,2513712
4506,Bosnia and Herzegovina,1945,1145,25.98,Europe,2535837
4507,Bosnia and Herzegovina,1946,1123,41.12,Europe,2558157
4508,Bosnia and Herzegovina,1947,1101,49.15,Europe,2580673
4509,Bosnia and Herzegovina,1948,1282,50.15,Europe,2603387
4510,Bosnia and Herzegovina,1949,1375,50.86,Europe,2626301
4511,Bosnia and Herzegovina,1950,1256,51.58,Europe,2661296
4512,Bosnia and Herzegovina,1951,1275,52.18,Europe,2710651
4513,Bosnia and Herzegovina,1952,1147,53.34,Europe,2764713
4514,Bosnia and Herzegovina,1953,1287,54.44,Europe,2821308
4515,Bosnia and Herzegovina,1954,1326,55.48,Europe,2878849
4516,Bosnia and Herzegovina,1955,1376,56.47,Europe,2936309
4517,Bosnia and Herzegovina,1956,1318,57.4,Europe,2993271
4518,Bosnia and Herzegovina,1957,1507,58.27,Europe,3049919
4519,Bosnia and Herzegovina,1958,1538,59.09,Europe,3106894
4520,Bosnia and Herzegovina,1959,1691,59.85,Europe,3165191
4521,Bosnia and Herzegovina,1960,1760,60.57,Europe,3225668
4522,Bosnia and Herzegovina,1961,1800,61.24,Europe,3288602
4523,Bosnia and Herzegovina,1962,1794,61.87,Europe,3353226
4524,Bosnia and Herzegovina,1963,1938,62.47,Europe,3417574
4525,Bosnia and Herzegovina,1964,2078,63.04,Europe,3478995
4526,Bosnia and Herzegovina,1965,2088,63.62,Europe,3535640
4527,Bosnia and Herzegovina,1966,2153,64.18,Europe,3586634
4528,Bosnia and Herzegovina,1967,2144,64.74,Europe,3632669
4529,Bosnia and Herzegovina,1968,2144,65.3,Europe,3675452
4530,Bosnia and Herzegovina,1969,2336,65.88,Europe,3717466
4531,Bosnia and Herzegovina,1970,2399,66.44,Europe,3760527
4532,Bosnia and Herzegovina,1971,2619,66.8,Europe,3805285
4533,Bosnia and Herzegovina,1972,2650,67.14,Europe,3851151
4534,Bosnia and Herzegovina,1973,2681,67.45,Europe,3897255
4535,Bosnia and Herzegovina,1974,2961,67.78,Europe,3942223
4536,Bosnia and Herzegovina,1975,2897,68.08,Europe,3985103
4537,Bosnia and Herzegovina,1976,2920,68.36,Europe,4025265
4538,Bosnia and Herzegovina,1977,3063,68.65,Europe,4063191
4539,Bosnia and Herzegovina,1978,3161,68.94,Europe,4100350
4540,Bosnia and Herzegovina,1979,3305,69.26,Europe,4138819
4541,Bosnia and Herzegovina,1980,3397,69.57,Europe,4179855
4542,Bosnia and Herzegovina,1981,3390,69.86,Europe,4222511
4543,Bosnia and Herzegovina,1982,3347,70.14,Europe,4265310
4544,Bosnia and Herzegovina,1983,3310,70.39,Europe,4308106
4545,Bosnia and Herzegovina,1984,3329,70.63,Europe,4350746
4546,Bosnia and Herzegovina,1985,3291,70.88,Europe,4392130
4547,Bosnia and Herzegovina,1986,3361,71.23,Europe,4435504
4548,Bosnia and Herzegovina,1987,3261,71.49,Europe,4478519
4549,Bosnia and Herzegovina,1988,3155,71.71,Europe,4508056
4550,Bosnia and Herzegovina,1989,3056,71.94,Europe,4506653
4551,Bosnia and Herzegovina,1990,2782,72.08,Europe,4463422
4552,Bosnia and Herzegovina,1991,2444,72.21,Europe,4371603
4553,Bosnia and Herzegovina,1992,1843,69.97,Europe,4239154
4554,Bosnia and Herzegovina,1993,1372,68.76,Europe,4087999
4555,Bosnia and Herzegovina,1994,1472,70.22,Europe,3948816
4556,Bosnia and Herzegovina,1995,1827,68.87,Europe,3843712
4557,Bosnia and Herzegovina,1996,3510,72.87,Europe,3780378
4558,Bosnia and Herzegovina,1997,4752,73.36,Europe,3752431
4559,Bosnia and Herzegovina,1998,5496,73.82,Europe,3750485
4560,Bosnia and Herzegovina,1999,6009,74.4,Europe,3759118
4561,Bosnia and Herzegovina,2000,6327,74.83,Europe,3766706
4562,Bosnia and Herzegovina,2001,6598,75.12,Europe,3771284
4563,Bosnia and Herzegovina,2002,6939,75.26,Europe,3775807
4564,Bosnia and Herzegovina,2003,7210,75.39,Europe,3779247
4565,Bosnia and Herzegovina,2004,7646,75.58,Europe,3781287
4566,Bosnia and Herzegovina,2005,8315,75.74,Europe,3781530
4567,Bosnia and Herzegovina,2006,8767,75.92,Europe,3779468
4568,Bosnia and Herzegovina,2007,9282,76.09,Europe,3774000
4569,Bosnia and Herzegovina,2008,9818,76.32,Europe,3763599
4570,Bosnia and Herzegovina,2009,9580,76.56,Europe,3746561
4571,Bosnia and Herzegovina,2010,9717,76.75,Europe,3722084
4572,Bosnia and Herzegovina,2011,9893,76.86,Europe,3688865
4573,Bosnia and Herzegovina,2012,9910,77.04,Europe,3648200
4574,Bosnia and Herzegovina,2013,10269,77.16,Europe,3604999
4575,Bosnia and Herzegovina,2014,10494,77.17,Europe,3566002
4576,Bosnia and Herzegovina,2015,10902,77.36,Europe,3535961
4577,Bosnia and Herzegovina,2016,11179,77.57,Europe,3516816
4578,Bosnia and Herzegovina,2017,11592,77.75,Europe,3507017
4579,Botswana,1800,397,33.6,Africa,121000
4580,Botswana,1801,397,33.6,Africa,121000
4581,Botswana,1802,397,33.6,Africa,121000
4582,Botswana,1803,397,33.6,Africa,121000
4583,Botswana,1804,397,33.6,Africa,121000
4584,Botswana,1805,398,33.6,Africa,121000
4585,Botswana,1806,398,33.6,Africa,121000
4586,Botswana,1807,398,33.6,Africa,121000
4587,Botswana,1808,398,33.6,Africa,121000
4588,Botswana,1809,398,33.6,Africa,121000
4589,Botswana,1810,398,33.6,Africa,121000
4590,Botswana,1811,398,33.6,Africa,121000
4591,Botswana,1812,398,33.6,Africa,121000
4592,Botswana,1813,398,33.6,Africa,121000
4593,Botswana,1814,398,33.6,Africa,121000
4594,Botswana,1815,398,33.6,Africa,121000
4595,Botswana,1816,398,33.6,Africa,121000
4596,Botswana,1817,398,33.6,Africa,121000
4597,Botswana,1818,398,33.6,Africa,121000
4598,Botswana,1819,398,33.6,Africa,121000
4599,Botswana,1820,398,33.6,Africa,121000
4600,Botswana,1821,400,33.6,Africa,121000
4601,Botswana,1822,402,33.6,Africa,121000
4602,Botswana,1823,404,33.6,Africa,121000
4603,Botswana,1824,406,33.6,Africa,121000
4604,Botswana,1825,408,33.6,Africa,121000
4605,Botswana,1826,410,33.6,Africa,121000
4606,Botswana,1827,412,33.6,Africa,121000
4607,Botswana,1828,414,33.6,Africa,121000
4608,Botswana,1829,416,33.6,Africa,121000
4609,Botswana,1830,418,33.6,Africa,121000
4610,Botswana,1831,420,33.6,Africa,121000
4611,Botswana,1832,422,33.6,Africa,121000
4612,Botswana,1833,424,33.6,Africa,121000
4613,Botswana,1834,426,33.6,Africa,121000
4614,Botswana,1835,428,33.6,Africa,121000
4615,Botswana,1836,430,33.6,Africa,121000
4616,Botswana,1837,432,33.6,Africa,121000
4617,Botswana,1838,435,33.6,Africa,121000
4618,Botswana,1839,437,33.6,Africa,121000
4619,Botswana,1840,439,33.6,Africa,121000
4620,Botswana,1841,441,33.6,Africa,121000
4621,Botswana,1842,443,33.6,Africa,121000
4622,Botswana,1843,445,33.6,Africa,121000
4623,Botswana,1844,447,33.6,Africa,121000
4624,Botswana,1845,449,33.6,Africa,121000
4625,Botswana,1846,452,33.6,Africa,121000
4626,Botswana,1847,454,33.6,Africa,121000
4627,Botswana,1848,456,33.6,Africa,121000
4628,Botswana,1849,458,33.6,Africa,121000
4629,Botswana,1850,460,33.6,Africa,121000
4630,Botswana,1851,463,33.6,Africa,121030
4631,Botswana,1852,465,33.6,Africa,121060
4632,Botswana,1853,467,33.6,Africa,121090
4633,Botswana,1854,469,33.6,Africa,121120
4634,Botswana,1855,472,33.6,Africa,121150
4635,Botswana,1856,474,33.6,Africa,121180
4636,Botswana,1857,476,33.6,Africa,121210
4637,Botswana,1858,479,33.6,Africa,121240
4638,Botswana,1859,481,33.6,Africa,121270
4639,Botswana,1860,483,33.6,Africa,121300
4640,Botswana,1861,486,33.6,Africa,121330
4641,Botswana,1862,488,33.6,Africa,121360
4642,Botswana,1863,490,33.6,Africa,121390
4643,Botswana,1864,493,33.6,Africa,121420
4644,Botswana,1865,495,33.6,Africa,121450
4645,Botswana,1866,497,33.6,Africa,121480
4646,Botswana,1867,500,33.6,Africa,121510
4647,Botswana,1868,502,33.6,Africa,121540
4648,Botswana,1869,505,33.6,Africa,121570
4649,Botswana,1870,507,33.6,Africa,121600
4650,Botswana,1871,510,33.61,Africa,121630
4651,Botswana,1872,512,33.62,Africa,121660
4652,Botswana,1873,515,33.63,Africa,121690
4653,Botswana,1874,517,33.64,Africa,121720
4654,Botswana,1875,520,33.65,Africa,121750
4655,Botswana,1876,522,33.67,Africa,121780
4656,Botswana,1877,525,33.68,Africa,121810
4657,Botswana,1878,527,33.69,Africa,121840
4658,Botswana,1879,530,33.7,Africa,121870
4659,Botswana,1880,532,33.71,Africa,121900
4660,Botswana,1881,535,33.72,Africa,121929
4661,Botswana,1882,537,33.73,Africa,121959
4662,Botswana,1883,540,33.74,Africa,121989
4663,Botswana,1884,543,33.75,Africa,122019
4664,Botswana,1885,545,33.76,Africa,122049
4665,Botswana,1886,548,33.77,Africa,122079
4666,Botswana,1887,550,33.78,Africa,122109
4667,Botswana,1888,553,33.8,Africa,122139
4668,Botswana,1889,556,33.81,Africa,122169
4669,Botswana,1890,559,33.82,Africa,122199
4670,Botswana,1891,561,33.83,Africa,122229
4671,Botswana,1892,564,33.84,Africa,122259
4672,Botswana,1893,567,33.85,Africa,122289
4673,Botswana,1894,569,33.86,Africa,122319
4674,Botswana,1895,572,33.87,Africa,122349
4675,Botswana,1896,575,33.88,Africa,122379
4676,Botswana,1897,578,33.89,Africa,122409
4677,Botswana,1898,581,33.9,Africa,122439
4678,Botswana,1899,583,33.91,Africa,122469
4679,Botswana,1900,586,33.93,Africa,122551
4680,Botswana,1901,589,33.94,Africa,122685
4681,Botswana,1902,592,33.95,Africa,122750
4682,Botswana,1903,595,33.96,Africa,122971
4683,Botswana,1904,598,33.97,Africa,123257
4684,Botswana,1905,600,33.98,Africa,123607
4685,Botswana,1906,603,33.99,Africa,124023
4686,Botswana,1907,606,34,Africa,124434
4687,Botswana,1908,609,34.01,Africa,125044
4688,Botswana,1909,612,34.02,Africa,125657
4689,Botswana,1910,615,34.03,Africa,126673
4690,Botswana,1911,618,34.04,Africa,127557
4691,Botswana,1912,621,34.06,Africa,129530
4692,Botswana,1913,624,34.07,Africa,132207
4693,Botswana,1914,629,34.08,Africa,134939
4694,Botswana,1915,633,34.09,Africa,137728
4695,Botswana,1916,638,34.1,Africa,140574
4696,Botswana,1917,643,34.11,Africa,143479
4697,Botswana,1918,648,11.08,Africa,146397
4698,Botswana,1919,653,34.13,Africa,149386
4699,Botswana,1920,658,34.14,Africa,152436
4700,Botswana,1921,663,34.15,Africa,156437
4701,Botswana,1922,668,34.16,Africa,161442
4702,Botswana,1923,674,34.17,Africa,167506
4703,Botswana,1924,679,34.19,Africa,173797
4704,Botswana,1925,685,34.2,Africa,180325
4705,Botswana,1926,690,34.21,Africa,187097
4706,Botswana,1927,696,34.22,Africa,194124
4707,Botswana,1928,701,34.23,Africa,201415
4708,Botswana,1929,707,34.24,Africa,208980
4709,Botswana,1930,713,34.25,Africa,216829
4710,Botswana,1931,719,34.26,Africa,224973
4711,Botswana,1932,724,34.27,Africa,233423
4712,Botswana,1933,730,34.28,Africa,242190
4713,Botswana,1934,736,34.29,Africa,251286
4714,Botswana,1935,742,34.3,Africa,260724
4715,Botswana,1936,748,34.32,Africa,268100
4716,Botswana,1937,754,34.33,Africa,273310
4717,Botswana,1938,760,34.34,Africa,276246
4718,Botswana,1939,766,34.35,Africa,279214
4719,Botswana,1940,772,34.36,Africa,282214
4720,Botswana,1941,779,34.37,Africa,285246
4721,Botswana,1942,785,34.38,Africa,288310
4722,Botswana,1943,791,34.39,Africa,291408
4723,Botswana,1944,797,34.4,Africa,294539
4724,Botswana,1945,804,34.41,Africa,297703
4725,Botswana,1946,810,37.14,Africa,308502
4726,Botswana,1947,817,39.86,Africa,327677
4727,Botswana,1948,823,42.59,Africa,356031
4728,Botswana,1949,830,45.31,Africa,386838
4729,Botswana,1950,837,48.04,Africa,412531
4730,Botswana,1951,853,48.27,Africa,425265
4731,Botswana,1952,864,48.71,Africa,437169
4732,Botswana,1953,879,49.14,Africa,448442
4733,Botswana,1954,895,49.58,Africa,459238
4734,Botswana,1955,909,50.01,Africa,469740
4735,Botswana,1956,922,50.45,Africa,480148
4736,Botswana,1957,935,50.88,Africa,490626
4737,Botswana,1958,946,51.31,Africa,501398
4738,Botswana,1959,962,51.72,Africa,512647
4739,Botswana,1960,972,52.12,Africa,524552
4740,Botswana,1961,991,52.52,Africa,537249
4741,Botswana,1962,1004,52.88,Africa,550840
4742,Botswana,1963,1021,53.25,Africa,565353
4743,Botswana,1964,1041,53.62,Africa,580799
4744,Botswana,1965,1058,53.99,Africa,597190
4745,Botswana,1966,1145,54.39,Africa,614613
4746,Botswana,1967,1244,54.85,Africa,633154
4747,Botswana,1968,1351,55.36,Africa,652843
4748,Botswana,1969,1460,55.91,Africa,673640
4749,Botswana,1970,1572,56.53,Africa,695597
4750,Botswana,1971,1816,57.07,Africa,718639
4751,Botswana,1972,2324,57.69,Africa,742835
4752,Botswana,1973,2731,58.33,Africa,768512
4753,Botswana,1974,3163,58.93,Africa,796095
4754,Botswana,1975,2979,59.48,Africa,825840
4755,Botswana,1976,3366,59.99,Africa,857855
4756,Botswana,1977,3309,60.42,Africa,891926
4757,Botswana,1978,3749,60.82,Africa,927585
4758,Botswana,1979,3935,61.19,Africa,964166
4759,Botswana,1980,4308,61.65,Africa,1001158
4760,Botswana,1981,4538,62.13,Africa,1038397
4761,Botswana,1982,4697,62.54,Africa,1075889
4762,Botswana,1983,5245,63,Africa,1113539
4763,Botswana,1984,5630,63.44,Africa,1151292
4764,Botswana,1985,5846,63.88,Africa,1189114
4765,Botswana,1986,6090,64.31,Africa,1226810
4766,Botswana,1987,6420,64.66,Africa,1264314
4767,Botswana,1988,7203,64.83,Africa,1301818
4768,Botswana,1989,7890,64.81,Africa,1339624
4769,Botswana,1990,8110,64.41,Africa,1377912
4770,Botswana,1991,8477,63.67,Africa,1416731
4771,Botswana,1992,8490,62.41,Africa,1455833
4772,Botswana,1993,8427,60.77,Africa,1494693
4773,Botswana,1994,8517,58.72,Africa,1532622
4774,Botswana,1995,8904,56.36,Africa,1569094
4775,Botswana,1996,9217,54.05,Africa,1604060
4776,Botswana,1997,9753,51.85,Africa,1637635
4777,Botswana,1998,9635,49.79,Africa,1669625
4778,Botswana,1999,10379,48.08,Africa,1699862
4779,Botswana,2000,10411,46.67,Africa,1728340
4780,Botswana,2001,10279,45.76,Africa,1754935
4781,Botswana,2002,10749,45.22,Africa,1779953
4782,Botswana,2003,11095,45.29,Africa,1804339
4783,Botswana,2004,11239,46.1,Africa,1829330
4784,Botswana,2005,11583,47.75,Africa,1855852
4785,Botswana,2006,12363,49.52,Africa,1884238
4786,Botswana,2007,13175,51.13,Africa,1914414
4787,Botswana,2008,13768,52.77,Africa,1946351
4788,Botswana,2009,12499,54.89,Africa,1979882
4789,Botswana,2010,13334,57.06,Africa,2014866
4790,Botswana,2011,13889,58.94,Africa,2051339
4791,Botswana,2012,14244,60.5,Africa,2089315
4792,Botswana,2013,15568,62.42,Africa,2128507
4793,Botswana,2014,15915,63.67,Africa,2168573
4794,Botswana,2015,15356,64.64,Africa,2209197
4795,Botswana,2016,15513,65.45,Africa,2250260
4796,Botswana,2017,15973,66.25,Africa,2291661
4797,Brazil,1800,1108,32,Americas,3639636
4798,Brazil,1801,1108,32,Americas,3678743
4799,Brazil,1802,1109,32,Americas,3718270
4800,Brazil,1803,1109,32,Americas,3758222
4801,Brazil,1804,1109,32,Americas,3798603
4802,Brazil,1805,1109,32,Americas,3839418
4803,Brazil,1806,1109,32,Americas,3880671
4804,Brazil,1807,1109,32,Americas,3922368
4805,Brazil,1808,1110,32,Americas,3964513
4806,Brazil,1809,1110,32,Americas,4007110
4807,Brazil,1810,1110,32,Americas,4058652
4808,Brazil,1811,1110,32,Americas,4103367
4809,Brazil,1812,1110,32,Americas,4149685
4810,Brazil,1813,1110,32,Americas,4197643
4811,Brazil,1814,1111,32,Americas,4247275
4812,Brazil,1815,1111,32,Americas,4298619
4813,Brazil,1816,1111,32,Americas,4351710
4814,Brazil,1817,1111,32,Americas,4406588
4815,Brazil,1818,1111,32,Americas,4463290
4816,Brazil,1819,1111,32,Americas,4521855
4817,Brazil,1820,1112,32,Americas,4582325
4818,Brazil,1821,1114,32,Americas,4644739
4819,Brazil,1822,1116,32,Americas,4709139
4820,Brazil,1823,1119,32,Americas,4775566
4821,Brazil,1824,1121,32,Americas,4844066
4822,Brazil,1825,1123,32,Americas,4914680
4823,Brazil,1826,1126,31.99,Americas,4987454
4824,Brazil,1827,1128,31.99,Americas,5062432
4825,Brazil,1828,1131,31.99,Americas,5139663
4826,Brazil,1829,1133,31.99,Americas,5219192
4827,Brazil,1830,1135,31.99,Americas,5301068
4828,Brazil,1831,1138,31.99,Americas,5385339
4829,Brazil,1832,1140,31.99,Americas,5470950
4830,Brazil,1833,1143,31.99,Americas,5557922
4831,Brazil,1834,1145,31.99,Americas,5646276
4832,Brazil,1835,1147,31.99,Americas,5736036
4833,Brazil,1836,1150,31.99,Americas,5827222
4834,Brazil,1837,1152,31.99,Americas,5919857
4835,Brazil,1838,1155,31.99,Americas,6013965
4836,Brazil,1839,1157,31.99,Americas,6109570
4837,Brazil,1840,1160,31.99,Americas,6206694
4838,Brazil,1841,1162,31.99,Americas,6305149
4839,Brazil,1842,1165,31.99,Americas,6404954
4840,Brazil,1843,1167,31.99,Americas,6506126
4841,Brazil,1844,1170,31.99,Americas,6608684
4842,Brazil,1845,1172,31.99,Americas,6712647
4843,Brazil,1846,1175,31.99,Americas,6818032
4844,Brazil,1847,1177,31.99,Americas,6924860
4845,Brazil,1848,1180,31.99,Americas,7033150
4846,Brazil,1849,1182,31.99,Americas,7142922
4847,Brazil,1850,1185,31.99,Americas,7254194
4848,Brazil,1851,1267,31.99,Americas,7368030
4849,Brazil,1852,1232,31.99,Americas,7483439
4850,Brazil,1853,1157,31.99,Americas,7600444
4851,Brazil,1854,1117,31.99,Americas,7719066
4852,Brazil,1855,1128,31.99,Americas,7839327
4853,Brazil,1856,1169,31.99,Americas,7961250
4854,Brazil,1857,1252,31.99,Americas,8084856
4855,Brazil,1858,1332,31.99,Americas,8210168
4856,Brazil,1859,1322,31.99,Americas,8337210
4857,Brazil,1860,1357,31.99,Americas,8466005
4858,Brazil,1861,1345,31.99,Americas,8598165
4859,Brazil,1862,1281,31.99,Americas,8734010
4860,Brazil,1863,1311,31.99,Americas,8873650
4861,Brazil,1864,1329,31.99,Americas,9017150
4862,Brazil,1865,1428,31.99,Americas,9164571
4863,Brazil,1866,1480,31.99,Americas,9316068
4864,Brazil,1867,1603,31.99,Americas,9471701
4865,Brazil,1868,1604,31.99,Americas,9631576
4866,Brazil,1869,1604,31.99,Americas,9795797
4867,Brazil,1870,1487,31.99,Americas,9964419
4868,Brazil,1871,1487,32,Americas,10137593
4869,Brazil,1872,1539,32.02,Americas,10315418
4870,Brazil,1873,1494,32.03,Americas,10479440
4871,Brazil,1874,1517,32.05,Americas,10667073
4872,Brazil,1875,1540,32.06,Americas,10859847
4873,Brazil,1876,1482,32.07,Americas,11057917
4874,Brazil,1877,1441,32.09,Americas,11246611
4875,Brazil,1878,1512,32.09,Americas,11456866
4876,Brazil,1879,1524,32.1,Americas,11673061
4877,Brazil,1880,1454,32.12,Americas,11893392
4878,Brazil,1881,1466,32.13,Americas,12106746
4879,Brazil,1882,1502,32.15,Americas,12335204
4880,Brazil,1883,1461,32.16,Americas,12568012
4881,Brazil,1884,1560,32.17,Americas,12794883
4882,Brazil,1885,1449,32.19,Americas,13042044
4883,Brazil,1886,1497,32.2,Americas,13299634
4884,Brazil,1887,1398,32.22,Americas,13544187
4885,Brazil,1888,1344,32.23,Americas,13820466
4886,Brazil,1889,1363,32.24,Americas,14109162
4887,Brazil,1890,1491,32.26,Americas,14410739
4888,Brazil,1891,1585,32.27,Americas,14725566
4889,Brazil,1892,1374,32.29,Americas,15054108
4890,Brazil,1893,1170,32.3,Americas,15396826
4891,Brazil,1894,1170,32.31,Americas,15754092
4892,Brazil,1895,1387,32.33,Americas,16126463
4893,Brazil,1896,1259,32.34,Americas,16512388
4894,Brazil,1897,1241,32.35,Americas,16902996
4895,Brazil,1898,1270,32.37,Americas,17298381
4896,Brazil,1899,1247,32.38,Americas,17698545
4897,Brazil,1900,1200,32.4,Americas,18103490
4898,Brazil,1901,1353,32.41,Americas,18513217
4899,Brazil,1902,1314,32.42,Americas,18923954
4900,Brazil,1903,1317,32.44,Americas,19341472
4901,Brazil,1904,1300,32.45,Americas,19762800
4902,Brazil,1905,1321,32.47,Americas,20187717
4903,Brazil,1906,1456,32.48,Americas,20618800
4904,Brazil,1907,1444,32.49,Americas,21037526
4905,Brazil,1908,1368,32.51,Americas,21486703
4906,Brazil,1909,1474,32.52,Americas,21945485
4907,Brazil,1910,1487,32.54,Americas,22414075
4908,Brazil,1911,1532,32.55,Americas,22885956
4909,Brazil,1912,1592,32.56,Americas,23374714
4910,Brazil,1913,1597,32.58,Americas,23873698
4911,Brazil,1914,1530,32.59,Americas,24383583
4912,Brazil,1915,1497,32.6,Americas,24904038
4913,Brazil,1916,1471,32.62,Americas,25436078
4914,Brazil,1917,1570,32.63,Americas,25979032
4915,Brazil,1918,1491,27.54,Americas,26528965
4916,Brazil,1919,1568,32.66,Americas,27091549
4917,Brazil,1920,1721,32.67,Americas,27660864
4918,Brazil,1921,1701,32.69,Americas,28235225
4919,Brazil,1922,1784,32.7,Americas,28814633
4920,Brazil,1923,1878,32.72,Americas,29404809
4921,Brazil,1924,1852,32.74,Americas,30007097
4922,Brazil,1925,1797,32.75,Americas,30621836
4923,Brazil,1926,1834,32.77,Americas,31249023
4924,Brazil,1927,1976,32.78,Americas,31888997
4925,Brazil,1928,2142,32.81,Americas,32542093
4926,Brazil,1929,2099,32.82,Americas,33208649
4927,Brazil,1930,1997,32.83,Americas,33888999
4928,Brazil,1931,1870,33.32,Americas,34583145
4929,Brazil,1932,1896,33.82,Americas,35291423
4930,Brazil,1933,2012,34.3,Americas,36014170
4931,Brazil,1934,2133,34.8,Americas,36752057
4932,Brazil,1935,2137,35.29,Americas,37505087
4933,Brazil,1936,2330,35.78,Americas,38273257
4934,Brazil,1937,2370,36.28,Americas,39057242
4935,Brazil,1938,2407,36.76,Americas,39857377
4936,Brazil,1939,2398,37.26,Americas,40674000
4937,Brazil,1940,2308,37.75,Americas,41545131
4938,Brazil,1941,2351,38.93,Americas,42480529
4939,Brazil,1942,2214,40.12,Americas,43482886
4940,Brazil,1943,2337,41.31,Americas,44516534
4941,Brazil,1944,2451,42.49,Americas,45575082
4942,Brazil,1945,2458,43.68,Americas,46658528
4943,Brazil,1946,2663,45.3,Americas,47767883
4944,Brazil,1947,2643,46.92,Americas,48903483
4945,Brazil,1948,2812,48.53,Americas,50066338
4946,Brazil,1949,2933,50.15,Americas,51929303
4947,Brazil,1950,3032,51.78,Americas,53974729
4948,Brazil,1951,3075,52.05,Americas,55619224
4949,Brazil,1952,3192,52.57,Americas,57307476
4950,Brazil,1953,3230,53.1,Americas,59030858
4951,Brazil,1954,3368,53.63,Americas,60784892
4952,Brazil,1955,3545,54.16,Americas,62569196
4953,Brazil,1956,3523,54.7,Americas,64387823
4954,Brazil,1957,3670,55.23,Americas,66248946
4955,Brazil,1958,3938,55.77,Americas,68164042
4956,Brazil,1959,4187,56.3,Americas,70146513
4957,Brazil,1960,4436,56.84,Americas,72207554
4958,Brazil,1961,4666,57.36,Americas,74351763
4959,Brazil,1962,4827,57.86,Americas,76573248
4960,Brazil,1963,4701,58.35,Americas,78854019
4961,Brazil,1964,4711,58.83,Americas,81168654
4962,Brazil,1965,4674,59.29,Americas,83498020
4963,Brazil,1966,4840,59.72,Americas,85837799
4964,Brazil,1967,4893,60.15,Americas,88191378
4965,Brazil,1968,5220,60.58,Americas,90557064
4966,Brazil,1969,5555,60.99,Americas,92935072
4967,Brazil,1970,5936,61.43,Americas,95326793
4968,Brazil,1971,6469,61.84,Americas,97728961
4969,Brazil,1972,7089,62.26,Americas,100143598
4970,Brazil,1973,7912,62.73,Americas,102584278
4971,Brazil,1974,8370,63.21,Americas,105069367
4972,Brazil,1975,8605,63.65,Americas,107612100
4973,Brazil,1976,9284,64.12,Americas,110213082
4974,Brazil,1977,9522,64.64,Americas,112867867
4975,Brazil,1978,9770,65.11,Americas,115577669
4976,Brazil,1979,10199,65.54,Americas,118342626
4977,Brazil,1980,10934,65.86,Americas,121159761
4978,Brazil,1981,10236,66.25,Americas,124030908
4979,Brazil,1982,10106,66.43,Americas,126947365
4980,Brazil,1983,9601,66.63,Americas,129882321
4981,Brazil,1984,9925,66.73,Americas,132800684
4982,Brazil,1985,10508,66.99,Americas,135676281
4983,Brazil,1986,11093,67.39,Americas,138499464
